Key,Russian,English,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
f_name.tanaya.849,Феламена,Phaelina,,Phaelina,,,,,,,,,,,,Феліна,Phương Hòa
f_name.tanaya.850,Терома,Lysandrae,,Lysandrae,,,,,,,,,,,,Лісандреа,Phúc Hạnh
f_name.tanaya.851,Лериселла,Thelomira,,Thelomira,,,,,,,,,,,,Таломіра,Phượng Thủy
f_name.tanaya.852,Дорема,Perithia,,Perithia,,,,,,,,,,,,Перитія,Phương Tường
f_name.tanaya.853,Филамила,Doraelle,,Doraelle,,,,,,,,,,,,Дореллі,Phúc Linh
f_name.tanaya.854,Лирена,Calianthe,,Calianthe,,,,,,,,,,,,Каліанте,Phượng Nhi
f_name.tanaya.855,Артемела,Lyselle,,Lyselle,,,,,,,,,,,,Лізель,Phương Thúy
f_name.tanaya.856,Теромена,Thessara,,Thessara,,,,,,,,,,,,Тессара,Phúc Quyên
f_name.tanaya.857,Селамена,Meldora,,Meldora,,,,,,,,,,,,Мельдора,Phượng Tuyết
f_name.tanaya.858,Демилла,Cyrinthe,,Cyrinthe,,,,,,,,,,,,Цирінте,Phương Nhu
f_name.tanaya.859,Фелома,Phaelyra,,Phaelyra,,,,,,,,,,,,Феліра,Phúc An
f_name.tanaya.860,Лирелла,Lysimira,,Lysimira,,,,,,,,,,,,Лісімра,Phượng Yến
f_name.tanaya.861,Теромина,Thelona,,Thelona,,,,,,,,,,,,Телона,Phương Hạnh
f_name.tanaya.862,Артела,Perilise,,Perilise,,,,,,,,,,,,Перріліза,Phúc Đào
f_name.tanaya.863,Филорена,Doranthea,,Doranthea,,,,,,,,,,,,Дорантея,Phượng Linh
f_name.tanaya.864,Лерамена,Calirene,,Calirene,,,,,,,,,,,,Калірен,Phương Diệp
f_name.tanaya.865,Терамила,Lysaette,,Lysaette,,,,,,,,,,,,Лізетт,Phúc Tâm
f_name.tanaya.866,Деромена,Thessinae,,Thessinae,,,,,,,,,,,,Тесінне,Phượng Hòa
f_name.tanaya.867,Лирисела,Melaena,,Melaena,,,,,,,,,,,,Мелена,Phương Quyên
f_name.voruns.868,Лана,Lana,,Lana,,,,,,,,,,,,Лана,Phúc Thủy
f_name.voruns.869,Белина,Belina,,Belina,,,,,,,,,,,,Беліна,Phượng Bích
f_name.voruns.870,Врана,Vrana,,Vrana,,,,,,,,,,,,Врана,Phương Tuyết
f_name.voruns.871,Дариса,Darisa,,Darisa,,,,,,,,,,,,Даріса,Phúc Linh
f_name.voruns.872,Елина,Elina,,Elina,,,,,,,,,,,,Еліна,Phượng Hương
f_name.voruns.873,Жора,Zhora,,Zhora,,,,,,,,,,,,Зіора,Phương Mai
f_name.voruns.874,Златка,Zlatka,,Zlatka,,,,,,,,,,,,Златка,Phúc Nhiên
f_name.voruns.875,Ирива,Iriva,,Iriva,,,,,,,,,,,,Іріва,Phượng Thanh
f_name.voruns.876,Касина,Kasina,,Kasina,,,,,,,,,,,,Казіна,Phương Thúy
f_name.voruns.877,Луда,Luda,,Luda,,,,,,,,,,,,Люда,Phúc Yến
f_name.voruns.878,Милана,Milana,,Milana,,,,,,,,,,,,Мілана,Phượng Quyên
f_name.voruns.879,Натила,Natila,,Natila,,,,,,,,,,,,Натіла,Phương Đan
f_name.voruns.880,Ориса,Orisa,,Orisa,,,,,,,,,,,,Оріса,Phúc Quyên
f_name.voruns.881,Перуна,Peruna,,Peruna,,,,,,,,,,,,Перуна,Phượng Thư
f_name.voruns.882,Радива,Radiva,,Radiva,,,,,,,,,,,,Радива,Phương Linh
f_name.voruns.883,Светка,Svetka,,Svetka,,,,,,,,,,,,Світка,Phúc Nhu
f_name.voruns.884,Труса,Trusa,,Trusa,,,,,,,,,,,,Труза,Phượng Hòa
f_name.voruns.885,Ураника,Uranika,,Uranika,,,,,,,,,,,,Ураніка,Quỳnh Thảo
f_name.voruns.886,Фела,Fela,,Fela,,,,,,,,,,,,Фела,Quế Nhi
f_name.voruns.887,Храна,Hrana,,Hrana,,,,,,,,,,,,Грана,Quỳnh Ngọc
f_name.voruns.888,Цвета,Tsveta,,Tsveta,,,,,,,,,,,,Квіта,Quỳnh Mai
f_name.voruns.889,Чара,Chara,,Chara,,,,,,,,,,,,Чара,Quế Diệp
f_name.voruns.890,Шана,Shana,,Shania,,,,,,,,,,,,Шана,Quỳnh Hương
f_name.voruns.891,Щедра,Shchedra,,Shchedra,,,,,,,,,,,,Щедра,Quế Thư
f_name.voruns.892,Эгорка,Egorka,,Egorka,,,,,,,,,,,,Ігоріка,Quỳnh Yến
f_name.voruns.893,Юмила,Yumila,,Yumila,,,,,,,,,,,,Юмила,Quế Hạnh
f_name.voruns.894,Ярина,Yarina,,Yarina,,,,,,,,,,,,Ярина,Quỳnh Tuyết
f_name.voruns.895,Верона,Verona,,Verona,,,,,,,,,,,,Верона,Quế Tâm
f_name.voruns.896,Граника,Granika,,Granika,,,,,,,,,,,,Граніка,Quỳnh Linh
f_name.voruns.897,Дома,Doma,,Doma,,,,,,,,,,,,Домма,Quế Nhu
f_name.voruns.898,Жива,Zhiva,,Zhiva,,,,,,,,,,,,Жива,Quỳnh Hòa
f_name.voruns.899,Златена,Zlatena,,Zlatena,,,,,,,,,,,,Златена,Quế Đào
f_name.voruns.900,Инга,Inga,,Inga,,,,,,,,,,,,Інґа,Quỳnh Thanh
f_name.voruns.901,Краса,Krasa,,Krasa,,,,,,,,,,,,Краса,Quế Minh
f_name.voruns.902,Луба,Luba,,Luba,,,,,,,,,,,,Люба,Quỳnh Bích
f_name.voruns.903,Малка,Malka,,Malka,,,,,,,,,,,,Малька,Quế Thúy
f_name.voruns.904,Неба,Neba,,Neba,,,,,,,,,,,,Неба,Quỳnh Diệp
f_name.voruns.905,Огняна,Ognyana,,Ognyana,,,,,,,,,,,,Огняна,Quế Quyên
f_name.voruns.906,Пламя,Plamya,,Plamya,,,,,,,,,,,,Пламія,Quỳnh Tường
f_name.voruns.907,Роза,Roza,,Roza,,,,,,,,,,,,Роза,Quế Lệ
f_name.voruns.908,Снежа,Snezha,,Snezha,,,,,,,,,,,,Сніжа,Quỳnh An
f_name.voruns.909,Тиха,Tikha,,Tikha,,,,,,,,,,,,Тиха,Quế Nhiên
f_name.voruns.910,Уделка,Udelka,,Udelka,,,,,,,,,,,,Любомира,Quỳnh Linh
f_name.voruns.911,Фира,Fira,,Fira,,,,,,,,,,,,Фіра,Quế Thủy
f_name.voruns.912,Хлебка,Khlebka,,Khlebka,,,,,,,,,,,,Хлібка,Quỳnh Vân
f_name.voruns.913,Цветка,Tsvetka,,Tsvetka,,,,,,,,,,,,Квітка,Quế Hương
f_name.voruns.914,Честила,Chestila,,Chestila,,,,,,,,,,,,Честила,Quỳnh Nhi
f_name.voruns.915,Шумелка,Shumelka,,Shumelka,,,,,,,,,,,,Шумілка,Quế Yến
f_name.voruns.916,Щастя,Schastya,,Schastya,,,,,,,,,,,,Щастія,Quỳnh Hạnh
f_name.voruns.917,Элька,Elka,,Elka,,,,,,,,,,,,Елка,Quế Diệp
f_name.voruns.918,Юнка,Yunka,,Yunka,,,,,,,,,,,,Юнка,Quỳnh Tâm
f_name.voruns.919,Ягода,Yagoda,,Yagoda,,,,,,,,,,,,Ягода,Quế Hòa
f_name.voruns.920,Белка,Belka,,Belka,,,,,,,,,,,,Білка,Quỳnh Quyên
f_name.voruns.921,Весна,Vesna,,Vesna,,,,,,,,,,,,Весная,Quế Thúy
f_name.voruns.922,Грозда,Grozda,,Grozda,,,,,,,,,,,,Ґрозда,Quỳnh Bích
f_name.voruns.923,Драга,Draga,,Draga,,,,,,,,,,,,Драґа,Quế Linh
f_name.voruns.924,Живка,Zhivka,,Zhivka,,,,,,,,,,,,Живка,Quỳnh Tuyết
f_name.voruns.925,Зоря,Zorya,,Zorya,,,,,,,,,,,,Зоря,Quế An
f_name.voruns.926,Искра,Iskra,,Iskra,,,,,,,,,,,,Іскрія,Quỳnh Mơ
f_name.voruns.927,Капка,Kapka,,Kapka,,,,,,,,,,,,Капія,Quế Nhu
f_name.voruns.928,Лада,Lada,,Lada,,,,,,,,,,,,Лада,Quỳnh Hòa
f_name.voruns.929,Мирона,Mirona,,Mirona,,,,,,,,,,,,Мірона,Quế Thư
f_name.voruns.930,Нада,Nada,,Nada,,,,,,,,,,,,Нада,Quỳnh Quyên
f_name.voruns.931,Окса,Oksa,,Oksa,,,,,,,,,,,,Окса,Quế Yến
f_name.voruns.932,Перла,Perla,,Perla,,,,,,,,,,,,Перла,Quỳnh Lệ
f_name.voruns.933,Радость,Radost,,Radost,,,,,,,,,,,,Радія,Quế Thanh
f_name.voruns.934,Светла,Svetla,,Svetla,,,,,,,,,,,,Світла,Quỳnh Minh
f_name.voruns.935,Тополя,Topolya,,Topolya,,,,,,,,,,,,Тополія,Quế Nhiên
f_name.voruns.936,Флора,Flora,,Flora,,,,,,,,,,,,Флора,Quỳnh Diệp
f_name.voruns.937,Хора,Hora,,Hora,,,,,,,,,,,,Гіора,Quế Tuyết
f_name.voruns.938,Царина,Tsarina,,Tsarina,,,,,,,,,,,,Царина,Quỳnh Linh
f_name.voruns.939,Чуда,Chuda,,Chuda,,,,,,,,,,,,Дивія,Quế Hạnh
f_name.voruns.940,Ширена,Shirena,,Shirena,,,,,,,,,,,,Сиренія,Quỳnh An
f_name.voruns.941,Щедрина,Shedrina,,Shedrina,,,,,,,,,,,,Щедрина,Quế Nhi
f_name.voruns.942,Эмела,Emela,,Emela,,,,,,,,,,,,Емела,Quỳnh Thủy
f_name.voruns.943,Юлита,Yulita,,Yulita,,,,,,,,,,,,Юліта,Quế Mai
f_name.voruns.944,Яна,Yana,,Yana,,,,,,,,,,,,Яана,Quỳnh Thúy
f_name.voruns.945,Вела,Vela,,Vela,,,,,,,,,,,,Вела,Rina Linh
f_name.voruns.946,Галика,Galika,,Galika,,,,,,,,,,,,Галіка,Rosa Thảo
f_name.voruns.947,Дива,Diva,,Diva,,,,,,,,,,,,Діва,Ruby Nhi
f_name.voruns.948,Жана,Zhana,,Zhana,,,,,,,,,,,,Жана,Rina Ngọc
f_name.voruns.949,Звезда,Zvezda,,Zvezda,,,,,,,,,,,,Зоряна,Rhea Diệp
f_name.voruns.950,Ириса,Irisa,,Irisa,,,,,,,,,,,,Іриса,Risa Quyên
f_name.voruns.951,Калина,Kalina,,Kalina,,,,,,,,,,,,Калина,Rita Hương
f_name.voruns.952,Лива,Liva,,Liva,,,,,,,,,,,,Ліва,Rosa Mai
f_name.voruns.953,Магда,Magda,,Magda,,,,,,,,,,,,Маґда,Rina Hạnh
f_name.voruns.954,Нива,Niva,,Niva,,,,,,,,,,,,Ніва,Ruby Yến
f_name.voruns.955,Оляна,Olyana,,Olyana,,,,,,,,,,,,Оляна,Rina Tâm
f_name.voruns.956,Поля,Polya,,Polya,,,,,,,,,,,,Полія,Rhea Nhu
f_name.voruns.957,Рада,Rada,,Rada,,,,,,,,,,,,Рада,Rita Hòa
f_name.voruns.958,Святка,Svyatka,,Svyatka,,,,,,,,,,,,Святка,Rosa Thúy
f_name.voruns.959,Тамара,Tamara,,Tamara,,,,,,,,,,,,Тамара,Rina Quyên
f_name.voruns.960,Федра,Fedra,,Fedra,,,,,,,,,,,,Федра,Ruby Linh
f_name.voruns.961,Хлора,Hlora,,Hlora,,,,,,,,,,,,Глора,Rhea Nhi
f_name.voruns.962,Цветела,Tsvetela,,Tsvetela,,,,,,,,,,,,Квітела,Rita Diệp
f_name.voruns.963,Чудеса,Chudesa,,Chudesa,,,,,,,,,,,,Чудія,Rosa Tuyết
f_name.voruns.964,Ширка,Shirka,,Shirka,,,,,,,,,,,,Мавія,Rina Lệ
f_name.voruns.965,Щепка,Shepka,,Shepka,,,,,,,,,,,,Шепка,Ruby Nhi
f_name.voruns.966,Эра,Era,,Era,,,,,,,,,,,,Ерра,Rina Quyên
f_name.voruns.967,Юна,Yuna,,Yuna,,,,,,,,,,,,Юнна,Rhea Linh
f_name.voruns.968,Белослава,Beloslava,,Beloslava,,,,,,,,,,,,Білослава,Rita Thủy
f_name.voruns.969,Веселина,Veselina,,Veselina,,,,,,,,,,,,Веселина,Rosa An
f_name.voruns.970,Гроза,Groza,,Roza,,,,,,,,,,,,Гроза,Ruby Diệp
f_name.voruns.971,Добринка,Dobrinka,,Dobrinka,,,,,,,,,,,,Добрина,Rina Thư
f_name.voruns.972,Живина,Zhivina,,Zhivina,,,,,,,,,,,,Живина,Rosa Hạnh
f_name.voruns.973,Златова,Zlatova,,Zlatova,,,,,,,,,,,,Златова,Rita Yến
f_name.voruns.974,Иска,Iska,,Iska,,,,,,,,,,,,Іска,Rhea Hòa
f_name.voruns.975,Ладомира,Lado,,Lado,,,,,,,,,,,,Ладо,Ruby Tuyết
f_name.voruns.976,Медена,Medena,,Medena,,,,,,,,,,,,Медена,Rina Mơ
f_name.voruns.977,Нивелина,Nivelina,,Nivelina,,,,,,,,,,,,Нівелина,Rosa Quyên
f_name.voruns.978,Огонька,Ogonka,,Ogonka,,,,,,,,,,,,Вогонька,Rhea Tâm
f_name.voruns.979,Пламенна,Plamenna,,Plamenna,,,,,,,,,,,,Пламена,Rita Thúy
f_name.voruns.980,Радмила,Radmila,,Radmila,,,,,,,,,,,,Радмила,Ruby Nhu
f_name.voruns.981,Слата,Slata,,Slata,,,,,,,,,,,,Слата,Rina Yến
f_name.voruns.982,Тихана,Tihana,,Tihana,,,,,,,,,,,,Тихана,Rosa Bích
f_name.voruns.983,Угонька,Ugonka,,Ugonka,,,,,,,,,,,,Угінька,Rhea Diệp
f_name.voruns.984,Фаина,Faina,,Faina,,,,,,,,,,,,Фаїна,Ruby Quyên
f_name.voruns.985,Храбра,Khrabra,,Khrabra,,,,,,,,,,,,Хробра,Rina Linh
f_name.voruns.986,Цветомира,Tsvetomira,,Tsvetomira,,,,,,,,,,,,Светомира,Rosa Lệ
f_name.voruns.987,Честа,Chesta,,Chesta,,,,,,,,,,,,Честія,Rita Nhi
f_name.voruns.988,Шумна,Shumna,,Shumna,,,,,,,,,,,,Шумія,Rhea Quyên
f_name.voruns.989,Щедрата,Shedrata,,Shedrata,,,,,,,,,,,,Щедрана,Ruby Hòa
f_name.voruns.990,Ярославна,Yaroslavna,,Yaroslavna,,,,,,,,,,,,Ярославна,Rina Thúy
f_name.voruns.991,Верба,Verba,,Verba,,,,,,,,,,,,Вербина,Rosa Thủy
f_name.voruns.992,Горана,Gorana,,Gorana,,,,,,,,,,,,Ґорана,Rita Diệp
f_name.voruns.993,Душанка,Dushanka,,Dushanka,,,,,,,,,,,,Душонька,Rhea Yến
f_name.voruns.994,Жета,Zheta,,Zheta,,,,,,,,,,,,Жвета,Ruby Linh
f_name.voruns.995,Зорена,Zorena,,Zorena,,,,,,,,,,,,Зорена,Rina Tuyết
f_name.voruns.996,Изборка,Izborka,,Izborka,,,,,,,,,,,,Ізборка,Rosa Nhu
f_name.voruns.997,Любава,Lyubava,,Lyubava,,,,,,,,,,,,Любава,Rita Hạnh
f_name.voruns.998,Мирослава,Miroslava,,Miroslava,,,,,,,,,,,,Мирослава,Ruby Quyên
f_name.voruns.999,Небеса,Nebesa,,Nebesa,,,,,,,,,,,,Небеса,Rhea Thư
f_name.voruns.1000,Огнянка,Ognyanka,,Ognyanka,,,,,,,,,,,,Огнянка,Rina Nhi
f_name.voruns.1001,Правда,Pravda,,Pravda,,,,,,,,,,,,Правдина,Rosa Hòa
f_name.voruns.1002,Роса,Rosa,,Rosa,,,,,,,,,,,,Роса,Rita Thúy
f_name.voruns.1003,Светозара,Svetozara,,Svetozara,,,,,,,,,,,,Світозара,Ruby Nhi
f_name.voruns.1004,Трудолюба,Trudolyuba,,Trudolyuba,,,,,,,,,,,,Трудолюба,Rhea Linh
f_name.voruns.1005,Усмиха,Usmikha,,Usmikha,,,,,,,,,,,,Усміха,Sương Thảo
f_name.voruns.1006,Фиалка,Fialka,,Fialka,,,,,,,,,,,,Фіялка,Sương Nhi
f_name.voruns.1007,Хоругва,Khorugva,,Khorugva,,,,,,,,,,,,Хоругва,Sâm Ngọc
f_name.voruns.1008,Цветанка,Tsvetanka,,Tsvetanka,,,,,,,,,,,,Квітана,Sương Mai
f_name.voruns.1009,Чаруня,Charunya,,Charunya,,,,,,,,,,,,Чариня,Sâm Diệp
f_name.voruns.1010,Шипка,Shipka,,Shipka,,,,,,,,,,,,Шіпка,Sương Hương
f_name.voruns.1011,Щитомира,Shitomira,,Shitomira,,,,,,,,,,,,Шитоміра,Sâm Quyên
f_name.voruns.1012,Ягния,Yagniya,,Yagniya,,,,,,,,,,,,Ягнія,Sương Linh
f_name.voruns.1013,Владава,Vladava,,Vladava,,,,,,,,,,,,Владава,Sâm Hạnh
f_name.voruns.1014,Граничка,Granichka,,Granichka,,,,,,,,,,,,Граничка,Sương Tuyết
f_name.voruns.1015,Драголюба,Dragolyuba,,Dragolyuba,,,,,,,,,,,,Драголюба,Sâm Yến
f_name.voruns.1016,Жеравна,Zheravna,,Zheravna,,,,,,,,,,,,Жеравна,Sương Tâm
f_name.voruns.1017,Златина,Zlatina,,Zlatina,,,,,,,,,,,,Златина,Sâm Thư
f_name.voruns.1018,Иванка,Ivanka,,Ivanka,,,,,,,,,,,,Іванка,Sương Đào
f_name.voruns.1019,Каменка,Kamenka,,Kamenka,,,,,,,,,,,,Камінка,Sâm Bích
f_name.voruns.1020,Любозара,Lyubozara,,Lyubozara,,,,,,,,,,,,Любозара,Sương Quyên
f_name.voruns.1021,Милослава,Miloslava,,Miloslava,,,,,,,,,,,,Мілослава,Sâm Tường
f_name.voruns.1022,Надежда,Nadezhda,,Nadezhda,,,,,,,,,,,,Надія,Sương Hòa
f_name.voruns.1023,Отрада,Otrada,,Otrada,,,,,,,,,,,,Відрада,Sâm Linh
f_name.voruns.1024,Полюба,Polyuba,,Polyuba,,,,,,,,,,,,Полюба,Sương Nhu
f_name.voruns.1025,Родина,Rodina,,Rodina,,,,,,,,,,,,Родина,Sâm Thúy
f_name.voruns.1026,Светуля,Svetulya,,Svetulya,,,,,,,,,,,,Світлана,Sương Yến
f_name.voruns.1027,Творима,Tvara,,Tvara,,,,,,,,,,,,Івара,Sâm Hòa
f_name.voruns.1028,Удила,Udila,,Udila,,,,,,,,,,,,Уділа,Sương Lệ
f_name.voruns.1029,Фауста,Fausta,,Fausta,,,,,,,,,,,,Фаюста,Sâm Minh
f_name.voruns.1030,Храбрица,Khrabritsa,,Khrabritsa,,,,,,,,,,,,Храбриця,Sương Vân
f_name.voruns.1031,Цветелица,Tsvetelitsa,,Tsvetelitsa,,,,,,,,,,,,Квітоліса,Sâm Quyên
f_name.voruns.1032,Честлива,Chestliva,,Chestliva,,,,,,,,,,,,Честива,Sương Diệp
f_name.voruns.1033,Ширенка,Shirenka,,Shirenka,,,,,,,,,,,,Сирена,Sâm Nhi
f_name.voruns.1034,Щедрица,Shedritsa,,Shedritsa,,,,,,,,,,,,Щедриця,Sương Hạnh
f_name.voruns.1035,Яворина,Yavorina,,Yavorina,,,,,,,,,,,,Яворина,Sâm Thủy
f_name.voruns.1036,Весничка,Vesnichka,,Vesnichka,,,,,,,,,,,,Весничка,Sương An
f_name.voruns.1037,Горица,Goritsa,,Goritsa,,,,,,,,,,,,Гориця,Sâm Mơ
f_name.voruns.1038,Домозара,Domozara,,Domozara,,,,,,,,,,,,Домозара,Sương Nhiên
f_name.voruns.1039,Житомира,Zhitomira,,Zhitomira,,,,,,,,,,,,Житоміра,Sâm Lệ
f_name.voruns.1040,Зорица,Zoritsa,,Zoritsa,,,,,,,,,,,,Зориця,Sương Thanh
f_name.voruns.1041,Игната,Ignata,,Ignata,,,,,,,,,,,,Ігната,Sâm Tuyết
f_name.voruns.1042,Крепоста,Krepost,,Krepost,,,,,,,,,,,,Фортинія,Sương Thúy
f_name.voruns.1043,Лесина,Lesina,,Lesina,,,,,,,,,,,,Лесіна,Sâm Nhu
f_name.voruns.1044,Милованка,Milovanka,,Milovanka,,,,,,,,,,,,Мілованка,Sương Quyên
f_name.voruns.1045,Неделя,Nedelya,,Nedelya,,,,,,,,,,,,Неделія,Sâm Diệp
f_name.voruns.1046,Отгоня,Otrada,,Otrada,,,,,,,,,,,,Одрада,Sương Yến
f_name.voruns.1047,Перунка,Perunka,,Perunka,,,,,,,,,,,,Перунка,Sâm Thư
f_name.voruns.1048,Родослава,Rodoslava,,Rodoslava,,,,,,,,,,,,Родослава,Sương Linh
f_name.voruns.1049,Силава,Silava,,Silava,,,,,,,,,,,,Силава,Sâm Hương
f_name.voruns.1050,Тверда,Tverda,,Tverda,,,,,,,,,,,,Твердина,Sương Quyên
f_name.voruns.1051,Усилка,Usilka,,Usilka,,,,,,,,,,,,Усілка,Sâm Nhi
f_name.voruns.1052,Филимона,Filimona,,Filimona,,,,,,,,,,,,Філімона,Sương Thúy
f_name.voruns.1053,Хвала,Khvala,,Khvala,,,,,,,,,,,,Хвала,Sâm Hòa
f_name.voruns.1054,Царевна,Tsarevna,,Tsarevna,,,,,,,,,,,,Царівна,Sương Tuyết
f_name.voruns.1055,Чудница,Chudnitsa,,Chudnitsa,,,,,,,,,,,,Чудниця,Sâm Quyên
f_name.voruns.1056,Шепотка,Shepotka,,Shepotka,,,,,,,,,,,,Щепія,Sương Nhu
f_name.voruns.1057,Щитка,Shchitka,,Shchitka,,,,,,,,,,,,Чистолюба,Sâm Linh
f_name.voruns.1058,Яблока,Yabloka,,Yabloka,,,,,,,,,,,,Яблунія,Sương An
f_name.voruns.1059,Ветрова,Veta,,Veta,,,,,,,,,,,,Віта,Sâm Hạnh
f_name.voruns.1060,Громова,Gromova,,Gromova,,,,,,,,,,,,Громовія,Sương Thủy
f_name.voruns.1061,Дунява,Dunyava,,Dunyava,,,,,,,,,,,,Дунява,Sâm Yến
f_name.voruns.1062,Живова,Zhivova,,Zhivova,,,,,,,,,,,,Живовія,Sương Quyên
f_name.voruns.1063,Знамена,Znamena,,Znamena,,,,,,,,,,,,Знамена,Sâm Mơ
f_name.voruns.1064,Искрица,Iskritsa,,Iskritsa,,,,,,,,,,,,Іскрина,Sương Thúy
f_name.voruns.1065,Крумина,Krumina,,Krumina,,,,,,,,,,,,Круміна,Trang Thảo
f_name.voruns.1066,Лета,Leta,,Leta,,,,,,,,,,,,Лета,Thảo Nhi
f_name.voruns.1067,Мечта,Mechta,,Mechta,,,,,,,,,,,,Мрія,Thanh Ngọc
f_name.makha.1068,Нефера,Nefere,,Nefere,,,,,,,,,,,,Нефере,Trâm Mai
f_name.makha.1069,Амонет,Amonet,,Amonet,,,,,,,,,,,,Амонет,Thúy Diệp
f_name.makha.1070,Исетра,Isetra,,Isetra,,,,,,,,,,,,Ісетра,Thu Quyên
f_name.makha.1071,Осирена,Osirena,,Osirena,,,,,,,,,,,,Озірена,Thùy Hương
f_name.makha.1072,Бастета,Basteta,,Basteta,,,,,,,,,,,,Бастета,Trang Linh
f_name.makha.1073,Хатхора,Hathora,,Hathora,,,,,,,,,,,,Гатора,Thảo Hạnh
f_name.makha.1074,Маатка,Maatka,,Maatka,,,,,,,,,,,,Маат,Thúy Tuyết
f_name.makha.1075,Секмета,Sekmeta,,Sekmeta,,,,,,,,,,,,Секмета,Thảo Tâm
f_name.makha.1076,Таурет,Tauret,,Tauret,,,,,,,,,,,,Таурет,Thanh Bích
f_name.makha.1077,Анубет,Anubet,,Anubet,,,,,,,,,,,,Анубет,Thùy Yến
f_name.makha.1078,Рахера,Rahera,,Rahera,,,,,,,,,,,,Рагера,Trâm Nhi
f_name.makha.1079,Сетиса,Setisa,,Setisa,,,,,,,,,,,,Сетиса,Thanh Diệp
f_name.makha.1080,Хорнет,Hornet,,Hornet,,,,,,,,,,,,Хорнея,Thu Hòa
f_name.makha.1081,Тотка,Totka,,Totka,,,,,,,,,,,,Тота,Thảo Linh
f_name.makha.1082,Птахира,Ptahira,,Ptahira,,,,,,,,,,,,Птахіра,Thúy Quyên
f_name.makha.1083,Имхотепа,Imhotepa,,Imhotepa,,,,,,,,,,,,Імхотепа,Trang Nhi
f_name.makha.1084,Атенара,Atenara,,Atenara,,,,,,,,,,,,Атенара,Thanh Quyên
f_name.makha.1085,Собека,Sobeka,,Sobeka,,,,,,,,,,,,Собека,Thảo An
f_name.makha.1086,Мутнет,Mutnet,,Mutnet,,,,,,,,,,,,Мутнет,Thúy Thư
f_name.makha.1087,Кеприра,Kepriera,,Kepriera,,,,,,,,,,,,Кепріера,Thùy Nhi
f_name.makha.1088,Нунера,Nuneera,,Nuneera,,,,,,,,,,,,Нунеера,Trâm Đào
f_name.makha.1089,Хапира,Hapira,,Hapira,,,,,,,,,,,,Гапіра,Thảo Vân
f_name.makha.1090,Шуанка,Shuanka,,Shuanka,,,,,,,,,,,,Шанка,Thanh Nhu
f_name.makha.1091,Тефнута,Tefnuta,,Tefnuta,,,,,,,,,,,,Тефнута,Thu Tường
f_name.makha.1092,Жезефа,Jezefa,,Jezefa,,,,,,,,,,,,Йезефа,Thúy Mơ
f_name.makha.1093,Рененет,Renenet,,Renenet,,,,,,,,,,,,Рененет,Thảo Thúy
f_name.makha.1094,Нейта,Neita,,Neita,,,,,,,,,,,,Нейта,Trâm Hạnh
f_name.makha.1095,Ваджет,Vadget,,Vadget,,,,,,,,,,,,Вадґет,Thanh Linh
f_name.makha.1096,Хефнут,Hefnut,,Hefnut,,,,,,,,,,,,Нефнут,Thúy Nhu
f_name.makha.1097,Серкета,Serketa,,Serketa,,,,,,,,,,,,Серкета,Thu Quyên
f_name.makha.1098,Менхит,Menhit,,Menhit,,,,,,,,,,,,Менгіт,Thảo Yến
f_name.makha.1099,Хеват,Hevat,,Hevat,,,,,,,,,,,,Геват,Thùy Diệp
f_name.makha.1100,Нептиса,Neptisa,,Neptisa,,,,,,,,,,,,Нептіса,Trang Hòa
f_name.makha.1101,Сатетка,Satetka,,Satetka,,,,,,,,,,,,Сатетка,Thảo Quyên
f_name.makha.1102,Уаджет,Wadget,,Wadget,,,,,,,,,,,,Ведгет,Thúy An
f_name.makha.1103,Меритра,Meritra,,Meritra,,,,,,,,,,,,Меритра,Thu Linh
f_name.makha.1104,Иснофра,Isnofra,,Isnofra,,,,,,,,,,,,Ізнофра,Thanh Thủy
f_name.makha.1105,Сешата,Seshata,,Seshata,,,,,,,,,,,,Сешата,Thảo Tường
f_name.makha.1106,Танитра,Tanitra,,Tanitra,,,,,,,,,,,,Танітра,Thúy Lệ
f_name.makha.1107,Херура,Herura,,Herura,,,,,,,,,,,,Герура,Thùy Quyên
f_name.makha.1108,Неитра,Neitra,,Neitra,,,,,,,,,,,,Нейтра,Trang Mơ
f_name.makha.1109,Махеса,Mahesa,,Mahesa,,,,,,,,,,,,Магеса,Thảo Đan
f_name.makha.1110,Бенбена,Benbena,,Benbena,,,,,,,,,,,,Бенбена,Thúy Bích
f_name.makha.1111,Ашера,Ashera,,Ashera,,,,,,,,,,,,Ашера,Thùy Hòa
f_name.makha.1112,Ураеуса,Uraeusa,,Uraeusa,,,,,,,,,,,,Юроса,Thanh Thúy
f_name.makha.1113,Пакетра,Paketra,,Paketra,,,,,,,,,,,,Пакетра,Trâm Nhu
f_name.makha.1114,Рертра,Rertra,,Rertra,,,,,,,,,,,,Ретра,Thảo Quyên
f_name.makha.1115,Шешата,Sheshata,,Sheshata,,,,,,,,,,,,Шешата,Thúy Yến
f_name.makha.1116,Утжата,Utjata,,Utjata,,,,,,,,,,,,Утьята,Thanh Thư
f_name.makha.1117,Наунет,Naunet,,Naunet,,,,,,,,,,,,Нонет,Thùy Nhi
f_name.makha.1118,Аменра,Amenra,,Amenra,,,,,,,,,,,,Аменра,Trang Quyên
