Code,Comments,Russian,English,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian
hint_mind_my_king_is_saint,,"[hint_mind_caption]
Святая София благословила наш город! ","[hint_mind_caption]
Holy Sophia has blessed our city!","[hint_mind_caption]
Holy Sophia has blessed our city!","[hint_mind_caption]
Svatá Sofie požehnala našemu městu!","[hint_mind_caption]
Santa Sofia abençoou nossa cidade!","[hint_mind_caption]
¡Santa Sophia ha bendecido nuestra ciudad!","[hint_mind_caption]
Święta Zofia pobłogosławiła nasze miasto!","[hint_mind_caption]
圣索菲亚的祝祷降临在我们的城市！","[hint_mind_caption]
聖索菲亞賜福了我們的城邦！","[hint_mind_caption]
聖母ソフィアがこの街を祝福してくださった！","[hint_mind_caption]
성모 소피아께서 우리 도시에 축복을 내리셨어!","[hint_mind_caption]
Die Heilige Sophia hat unsere Stadt gesegnet!","[hint_mind_caption]
Sainte Sophia a béni notre belle cité !","[hint_mind_caption]
Madre Sofia ha benedetto la nostra città!","[hint_mind_caption]
Yüce Sophia şehrimizi kutsadı!","[hint_mind_caption]
Szent Szófia megáldotta a városunkat!","[hint_mind_caption]
Свята Софія благословила наше місто!"
hint_mind_not_enough_equipment,,"[hint_mind_caption]
Без оружия я чувствую себя как без одежды!","[hint_mind_caption]
Without weapons, I feel like I'm without clothes!","[hint_mind_caption]
Without weapons, I feel like I'm without clothes!","[hint_mind_caption]
Beze zbraní si připadám jako bez šatů!","[hint_mind_caption]
Estar sem armas faz com que eu me sinta sem roupas!","[hint_mind_caption]
¡Sin armas, me siento como si estuviera sin ropa!","[hint_mind_caption]
Bez broni czuję się jak bez ubrań!","[hint_mind_caption]
没有武器的感觉就像裸奔！","[hint_mind_caption]
沒有武器我就像是赤身裸體一樣！","[hint_mind_caption]
武器がなければ、素っ裸になった気分だ！","[hint_mind_caption]
무기 없이는 옷을 안 입은 기분이야!","[hint_mind_caption]
Ohne Waffen fühle ich mich nackt!","[hint_mind_caption]
Quand je n'ai pas d'arme, c'est comme si je n'avais pas de vêtements !","[hint_mind_caption]
Senza armi, mi sento come se fossi senza vestiti!","[hint_mind_caption]
Silahsızken kendimi çıplak hissediyorum!","[hint_mind_caption]
Fegyver nélkül úgy érzem, mintha pőre lennék!","[hint_mind_caption]
Без зброї я відчуваю себе, як без одягу!"
hint_mind_swede_typh,,"[hint_mind_caption]
Очень сильно болит живот! 

Святая София, молю тебя, помоги мне выжить!

<b>Подсказка:</b> На главной вкладке, в разделе Состояния можно увидеть текущую стадию болезни.","[hint_mind_caption]
Severe abdominal pain!

Holy Sophia, I beg you, help me survive!

<b>Hint:</b> On the main tab, in the Traits section, you can see the current stage of the disease.","[hint_mind_caption]
Severe abdominal pain!

Holy Sophia, I beg you, help me survive!

<b>Hint:</b> On the main tab, in the Traits section, you can see the current stage of the disease.","[hint_mind_caption]
Vážná bolest břicha!

Svatá Sofie, prosím tě, pomoz mi přežít!","[hint_mind_caption]
Dor abdominal grave!

Santa Sofia, eu lhe imploro, me ajude a sobreviver!

<b>DICA:</b> você pode ver o estado atual da doença na aba principal do menu do personagem.","[hint_mind_caption]
¡Dolor abdominal intenso!

¡Santa Sophia, te lo ruego, ayúdame a sobrevivir!","[hint_mind_caption]
Mocno boli mnie brzuch!

Święta Zofio, błagam, pozwól mi przetrwać!","[hint_mind_caption]
强烈腹痛！

祈求圣索菲亚，让我活下来吧！

<b>提示：</b>在主选项卡的特质栏可以查看疾病的当前阶段。","[hint_mind_caption]
嚴重的腹部疼痛！

聖索菲亞在上，我請求祢助我度過難關吧！

<b>提示：</b>可於主要分頁中的「特質」欄查看疾病的目前病程。","[hint_mind_caption]
激しい腹痛がっ！

聖母ソフィアよ、お願いです、どうか命をお助けください！

<b>ヒント：</b> メインタブの特徴セクションで、現在の病気の段階を確認することができます。","[hint_mind_caption]
복통이 너무 심해!

성모 소피아시여, 제발 저를 살려주소서!

<b>힌트:</b> 메인 탭의 특성 부문에서 질병의 현재 단계를 볼 수 있습니다.","[hint_mind_caption]
Heftige Bauchschmerzen!

Heilige Sophia, ich bitte dich, hilf mir zu überleben!

<b>Tipp:</b> In der Eigenschaften-Sektion des Hauptreiters kannst du das aktuelle Stadium der Krankheit betrachten.","[hint_mind_caption]
Forte douleur abdominale !
 
Sainte Sophia, je t'en supplie, permets-moi de survivre !
 
<b>Remarque</b> : vous pouvez voir l'avancée de la maladie dans l'onglet principal, sous la section Trait.","[hint_mind_caption]
Ho dei forti dolori addominali!

Madre Sofia, ti prego, aiutami a sopravvivere!

<b>Suggerimento:</b> nella scheda principale, nella sezione Tratti, puoi vedere lo stadio attuale della malattia.","[hint_mind_caption]
Karnım çok ağrıyor!

Yüce Sophia sana yalvarıyorum, hayatta kalmama yardım et!

<b>İpucu:</b> Ana menüdeki Özellikler sekmesinden hastalığın güncel evresini görebilirsin.","[hint_mind_caption]
Súlyos hasi fájdalom!

Szent Szófia, könyörgöm, segíts túlélnem!","[hint_mind_caption]
Сильний біль у животі!

Пресвята Софіє, благаю, допоможи мені вижити!"
hint_mind_commander_stay_in_back,,"[hint_mind_caption]
Командир держится сзади и не рискует жизнью вместе с нами!","[hint_mind_caption]
The commander stays behind and doesn't risk his life with us!","[hint_mind_caption]
The commander stays behind and doesn't risk his life with us!","[hint_mind_caption]
Velitel zůstává vzadu a neriskuje svůj život spolu s námi!","[hint_mind_caption]
Como alguém pode nos comandar ficando para trás e sem arriscar sua vida conosco?","[hint_mind_caption]
¡El comandante se queda atrás y no arriesga su vida con nosotros!","[hint_mind_caption]
Dowódca czeka na tyłach i nie ryzykuje swego życia u naszego boku!","[hint_mind_caption]
指挥官躲在后方，没有跟我们一起拼命！","[hint_mind_caption]
指揮官躲在後方，才不跟我們生死與共呢！","[hint_mind_caption]
司令官は残って、俺たちと一緒に命を懸けることはないぞ！","[hint_mind_caption]
지휘관은 뒤에 남아서 우리와 함께 목숨을 걸지 않았어!","[hint_mind_caption]
Der Kommandant bleibt zurück, anstatt im Kampf sein Leben zu riskieren!","[hint_mind_caption]
Le commandant ne vient pas risquer sa vie avec nous et reste loin du front !","[hint_mind_caption]
Il comandante rimane indietro e non rischia la vita con noi!","[hint_mind_caption]
Kumandan geride kalıyor ve bizimle birlikte canını ortaya koymuyor!","[hint_mind_caption]
A parancsnok hátra marad, nem kockáztatja velünk az életét!","[hint_mind_caption]
Командир залишається позаду й не ризикує своїм життям із нами!"
hint_mind_criminal_intimidated,,"[hint_mind_caption]
Лучше не совершать ничего незаконного... По крайней мере, пока.","[hint_mind_caption]
It's better not to do anything illegal... At least, for now.","[hint_mind_caption]
It's better not to do anything illegal... At least, for now.","[hint_mind_caption]
Bude lepší nedělat nic protizákonného... aspoň prozatím.","[hint_mind_caption]
É melhor não fazer nada ilegal... Pelo menos, por enquanto.","[hint_mind_caption]
Es mejor no hacer nada ilegal... al menos, por ahora.","[hint_mind_caption]
Lepiej nie łamać prawa… przynajmniej na razie.","[hint_mind_caption]
至少现在……最好别做违法的事。","[hint_mind_caption]
最好是不要做任何違法的事……至少現在不要。","[hint_mind_caption]
違法なことはしない方がいい... 少なくとも、今はね。","[hint_mind_caption]
불법적인 일은 하지 않는 게 좋겠어... 적어도 당분간은 말이야.","[hint_mind_caption]
Es ist besser, nichts Illegales zu tun ... Zumindest vorerst.","[hint_mind_caption]
Il vaut mieux rester dans la légalité… pour le moment.","[hint_mind_caption]
È meglio non fare nulla di illegale... Almeno per ora.","[hint_mind_caption]
Kanunsuz bir şey yapmamak en iyisi. En azından şimdilik.","[hint_mind_caption]
Jobb, ha nem teszünk semmi törvénytelent… Legalábbis egyelőre.","[hint_mind_caption]
Краще не робити нічого протизаконного… Принаймні поки що."
hint_mind_fanatic_service_skip,,"[hint_mind_caption]
Я не смог попасть на утреннюю службу... Это просто ужасно! Надеюсь, скоро будут построены дополнительный храмы!

Причина: <hint=hint_persons_fanatic>Религиозный фанатик</hint>.","[hint_mind_caption]
I couldn't make it to the morning service.... It's just awful! I hope additional temples are built soon!

Reason: <hint=hint_persons_fanatic>Religious fanatic</hint>.","[hint_mind_caption]
I couldn't make it to the morning service.... It's just awful! I hope additional temples are built soon!

Reason: <hint=hint_persons_fanatic>Religious fanatic</hint>.","[hint_mind_caption]
Na ranní bohoslužbě pro mě nebylo místo... To je hrozné! Doufám, že se brzo postaví další chrámy!

Důvod: <hint=hint_persons_fanatic>Náboženský fanatik</hint>.","[hint_mind_caption]
Eu não pude ir à missa matutina... Que horror! Eu espero que mais templos sejam construídos em breve!

Motivo: <hint=hint_persons_fanatic>Fanatismo Religioso</hint>.","[hint_mind_caption]
No pude llegar al servicio matinal... ¡Qué horror! Espero que pronto se construyan más templos.

Motivo: <hint=hint_persons_fanatic>fanático religioso</hint>.","[hint_mind_caption]
Nie udało mi się załapać na poranną mszę… Okropne. Mam nadzieję, że powstaną dodatkowe świątynie!

Powód: <hint=hint_persons_fanatic>fanatyzm religijny</hint>.","[hint_mind_caption]
我没办法去晨祷了……太糟糕了！希望尽快建造更多圣堂！

原因：<hint=hint_persons_fanatic>宗教狂热</hint>。","[hint_mind_caption]
我沒辦法參加晨禱……真是太慘了！希望趕快再蓋其他教堂！

原因：<hint=hint_persons_fanatic>宗教狂熱</hint>。","[hint_mind_caption]
朝の礼拝に行けなかった...最悪だ！礼拝堂がもっと建設されればいいのに！

理由：<hint=hint_persons_fanatic>宗教的狂信者</hint>","[hint_mind_caption]
아침 예배에 못 가다니.... 이렇게 끔찍할 수가! 빨리 사원이 더 많이 지어졌으면 좋겠어!

이유: <hint=hint_persons_fanatic>종교 광신도</hint>.","[hint_mind_caption]
Ich habe es heute morgen nicht zum Morgengottesdienst geschafft ... Wie schrecklich! Ich hoffe, es werden demnächst zusätzliche Tempel errichtet!

Grund: <hint=hint_persons_fanatic>Religiöser Fanatismus</hint>.","[hint_mind_caption]
Je n'ai pas pu accéder à la messe matinale, c'était insupportable ! J'espère que de nouveaux temples seront construits bientôt !
 
Raison : <hint=hint_persons_fanatic>fanatisme religieux</hint>.","[hint_mind_caption]
Non ho potuto partecipare alla funzione mattutina.... È semplicemente orribile! Spero che vengano costruiti presto altri templi!

Motivo: <hint=hint_persons_fanatic>fanatismo religioso</hint>.","[hint_mind_caption]
Sabah ayinine gidemedim. Çok kötü oldu! Umarım bir an önce ek Tapınaklar inşa edilir!

Nedeni: <hint=hint_persons_fanatic>Dindar fanatik</hint>.","[hint_mind_caption]
Nem tudtam bejutni a reggeli misére…. Szörnyű! Remélem, hamarosan újabb templomok épülnek!

Az oka: <hint=hint_persons_fanatic>Vallási fanatikus</hint>.","[hint_mind_caption]
Мені не вдалося потрапити на ранкову службу… Це просто жах! Сподіваюся, незабаром будуть побудовані додаткові храми!

Причина: <hint=hint_persons_fanatic>релігійний фанатик</hint>."
hint_mind_got_title,,"[hint_mind_caption]
Я стал настоящим лордом Норланда!","[hint_mind_caption]
I have become a true lord of Norland!","[hint_mind_caption]
I have become a true lord of Norland!","[hint_mind_caption]
Stal se ze mě skutečný lord Norlandu!","[hint_mind_caption]
Agora sou realmente membro da nobreza de Norlândia!","[hint_mind_caption]
¡Me he convertido en un verdadero señor de Norland!","[hint_mind_caption]
Teraz jestem prawdziwym lordem Norlandu!","[hint_mind_caption]
我成为了真正的诺兰德领主！","[hint_mind_caption]
我成為諾蘭德真正的貴族啦！","[hint_mind_caption]
私はNorlandの真の領主になったのだ！","[hint_mind_caption]
나는 Norland의 진정한 영주가 됐어!","[hint_mind_caption]
Ich bin nun ein wahrer Lord Norlands!","[hint_mind_caption]
Je fais enfin véritablement partie de la noblesse de Norland !","[hint_mind_caption]
Ora faccio parte dei veri nobili di Norland!","[hint_mind_caption]
Norland'ın gerçek bir asilzadesi oldum!","[hint_mind_caption]
Norland igazi nemese lettem!","[hint_mind_caption]
Тепер я насправді вельможа Норланду."
hint_mind_friend_lost_title,,"[hint_mind_caption]
Король отнял у моего друга титул лорда... Что теперь с ним будет?","[hint_mind_caption]
The king has stripped my friend of lordship... What will happen to them now?","[hint_mind_caption]
The king has stripped my friend of lordship... What will happen to them now?","[hint_mind_caption]
Král mého přítele zbavil lordství... Co se s ním teď stane?","[hint_mind_caption]
O rei revogou a nobreza de um amigo... O que lhe acontecerá agora?","[hint_mind_caption]
El monarca ha despojado a mi amigo de su señorío... ¿Qué le pasará ahora?","[hint_mind_caption]
Król pozbawił mojego przyjaciela tytułu… Ciekawe, co będzie dalej.","[hint_mind_caption]
君王剥夺了我朋友的领主爵位……我的朋友该怎么办？","[hint_mind_caption]
君王剝奪了我朋友的貴族身分……再來會怎麼樣？","[hint_mind_caption]
王は友人から領主権を剥奪した... 友人はこれからどうなってしまうんだろう？","[hint_mind_caption]
왕이 내 친구의 영주 지위를 박탈했어... 이제 어떻게 될까?","[hint_mind_caption]
Der König hat einem befreundeten Lord den Titel aberkannt ... Was wird nun geschehen?","[hint_mind_caption]
Le monarque a révoqué le titre de seigneurie de mon ami… Que va-t-il lui arriver désormais ?","[hint_mind_caption]
Il monarca ha tolto il titolo nobiliare a una persona che conosco... Cosa succederà ora?","[hint_mind_caption]
Hükümdar, arkadaşımın asilzadelik ünvanını elinden aldı. Ona ne olacak şimdi?","[hint_mind_caption]
Az uralkodó megfosztotta a barátomat nemesi címétól… Mi lesz most vele?","[hint_mind_caption]
Монарх позбавив мого друга титулу вельможі… Що з ними тепер буде?"
hint_mind_sorrow_for_king,,"[hint_mind_caption]
Наш повелитель скончался! Что теперь будет с нами? Горе, горе!

Причина: <hint=hint_loyalist>лоялист</hint>","[hint_mind_caption]
Our ruler has passed away! What will become of us now? Grief, grief!

Reason: <hint=hint_loyalist>Loyalist</hint>.","[hint_mind_caption]
Our ruler has passed away! What will become of us now? Grief, grief!

Reason: <hint=hint_loyalist>Loyalist</hint>.","[hint_mind_caption]
Náš panovník zemřel! Co s námi teď bude? Ach běda!

Důvod: <hint=hint_loyalist>Loajalista</hint>.","[hint_mind_caption]
Nosso governante faleceu! O que acontecerá conosco agora? Que tristeza, que tristeza!

Motivo: <hint=hint_loyalist>Lealista</hint>.","[hint_mind_caption]
¡Nuestro gobernante ha fallecido! ¿Qué será de nosotros ahora?

¡Qué desgracia! Motivo: <hint=hint_loyalist>fiel al régimen</hint>.","[hint_mind_caption]
Nasz władca zmarł! Co się teraz z nami stanie? To straszne!

Powód: <hint=hint_loyalist>lojalista</hint>.","[hint_mind_caption]
我们的君王去世了！我们该怎么办才好？悲痛啊悲痛！

原因：<hint=hint_loyalist>忠诚派</hint>。","[hint_mind_caption]
統治者已逝！我們的命運將會如何？嗚呼哀哉、嗚呼哀哉！

原因：<hint=hint_loyalist>忠誠派</hint>。","[hint_mind_caption]
我々の支配者が亡くなってしまった！これからどうなるのだろう？ああ、悲しい！

理由：<hint=hint_loyalist>王政支持者</hint>","[hint_mind_caption]
우리의 통치자께서 세상을 떠나시다니! 이제 우린 어떻게 될까? 아아, 슬프도다!

이유: <hint=hint_loyalist>충성파</hint>.","[hint_mind_caption]
Unser Machthaber ist verstorben! Was soll nun aus uns werden! Trauer, Trauer!

Grund: <hint=hint_loyalist>Loyalist</hint>.","[hint_mind_caption]
Notre suzerain est mort ! Qu'allons-nous devenir désormais ? Ô, peine ! Ô, chagrin !
 
Raison : <hint=hint_loyalist>loyaliste</hint>.","[hint_mind_caption]
Il nostro sovrano non è più in vita! Cosa ne sarà di noi ora? Che dolore!

Motivo: <hint=hint_loyalist>lealista</hint>.","[hint_mind_caption]
Hükümdarımız vefat etti! Bize ne olacak şimdi! Vah, vah!

Nedeni: <hint=hint_loyalist>Rejim destekçisi</hint>.","[hint_mind_caption]
Az uralkodónk elhunyt! Mi lesz most velünk? Jaj, a gyász!

Az oka: <hint=hint_loyalist>Lojalista</hint>.","[hint_mind_caption]
Наш правитель пішов із життя! Що тепер з нами буде? Горе, горе!

Причина: <hint=hint_loyalist>прибічник</hint>."
hint_mind_loyalist_with_king_squad,,"[hint_mind_caption]
Что может быть радостнее, чем сражаться рука об руку со своим любимым повелителем!

Причина: <hint=hint_loyalist>лоялист</hint>","[hint_mind_caption]
What could be more joyful than fighting hand in hand with our beloved ruler!

Reason: <hint=hint_loyalist>Loyalist</hint>.","[hint_mind_caption]
What could be more joyful than fighting hand in hand with our beloved ruler!

Reason: <hint=hint_loyalist>Loyalist</hint>.","[hint_mind_caption]
Co by mohlo být lepšího než bojovat bok po boku s naším milovaným vládcem!

Důvod: <hint=hint_loyalist>Loajalista</hint>.","[hint_mind_caption]
O que poderia ser melhor do que lutar lado a lado de nosso amado governante!

Motivo: <hint=hint_loyalist>Lealista</hint>.","[hint_mind_caption]
¡Qué podría dar más dicha que luchar mano a mano con nuestro amado gobernante!

Motivo: <hint=hint_loyalist>fiel al régimen</hint>.","[hint_mind_caption]
Nie ma nic piękniejszego niż walka u boku naszego ukochanego władcy!

Powód: <hint=hint_loyalist>lojalista</hint>.","[hint_mind_caption]
能够与我们敬爱的君王并肩作战，我太开心了！

原因：<hint=hint_loyalist>忠诚派</hint>。","[hint_mind_caption]
有什麼會比與愛戴的統治者攜手作戰還令人歡欣呢！

原因：<hint=hint_loyalist>忠誠派</hint>。","[hint_mind_caption]
愛する支配者と手を取り合って戦えるなんて、この上なくすばらしいことだ！

理由：<hint=hint_loyalist>王政支持者</hint>","[hint_mind_caption]
친애하는 통치자와 어깨를 나란히 하고 함께 싸우는 것보다 더 즐거운 일이 있을까!

이유: <hint=hint_loyalist>충성파</hint>.","[hint_mind_caption]
Was könnte schöner sein, als Seite an Seite mit unserem geliebten Oberhaupt zu kämpfen?

Grund: <hint=hint_loyalist>Loyalist</hint>.","[hint_mind_caption]
Il n'y a rien de plus exaltant que de combattre aux côtés de notre suzerain bien-aimé !
 
Raison : <hint=hint_loyalist>loyaliste</hint>.","[hint_mind_caption]
Cosa c'è di più bello che combattere fianco a fianco del nostro amato sovrano?

Motivo: <hint=hint_loyalist>lealista</hint>.","[hint_mind_caption]
Hükümdarımızla omuz omuza çarpışmaktan daha iyi ne olabilir?

Nedeni: <hint=hint_loyalist>Rejim destekçisi</hint>.","[hint_mind_caption]
Mi lehet örömtelibb, mint vállt vállnak vetve harcolni szeretett uralkodónkkal!

Az oka: <hint=hint_loyalist>Lojalista</hint>.","[hint_mind_caption]
Що може бути радіснішим, ніж битися рука об руку з нашим улюбленим правителем!

Причина: <hint=hint_loyalist>прибічник</hint>."
hint_mind_matriarch_dont_love_king,,"[hint_mind_caption]
Говорят, Матриарх недолюбливает нашего короля... Только покаяние может вернуть его в лоно Святой Церкви!

Причина: <hint=hint_persons_fanatic>фанатик</hint>","[hint_mind_caption]
They say the Matriarch doesn't favor our king... Only repentance can bring him back into the fold of the Holy Church!

Reason: <hint=hint_persons_fanatic>Religious fanatic</hint>.","[hint_mind_caption]
They say the Matriarch doesn't favor our king... Only repentance can bring him back into the fold of the Holy Church!

Reason: <hint=hint_persons_fanatic>Religious fanatic</hint>.","[hint_mind_caption]
Říká se, že matriarcha nemá našeho krále v oblibě... Pouze pokání ho dokáže přivést zpátky do řad svaté církve!

Důvod: <hint=hint_persons_fanatic>Náboženský fanatik</hint>.","[hint_mind_caption]
Dizem que nosso rei não agrada a Matriarca... Apenas o arrependimento o trará de volta ao abraço da Igreja Sagrada!

Motivo: <hint=hint_persons_fanatic>Fanatismo Religioso</hint>.","[hint_mind_caption]
Dicen que la matriarca no ve con buenos ojos a nuestro monarca... ¡Solo el arrepentimiento puede devolverlo al seno de la Santa Iglesia!

Motivo: <hint=hint_persons_fanatic>fanático religioso</hint>.","[hint_mind_caption]
Mawiają, że Matrona nie obdarza łaską naszego króla… Tylko prawdziwy żal za grzechy może go przywrócić na łono Świętego Kościoła!

Powód: <hint=hint_persons_fanatic>fanatyzm religijny</hint>.","[hint_mind_caption]
听说女教皇对我们的君王没有好感……他必须忏悔才能重新获得神圣教会的认可！

原因：<hint=hint_persons_fanatic>宗教狂热</hint>。","[hint_mind_caption]
他們說國母並不喜愛我們的君王……只有懺悔能將他引回神聖教會的信仰中！

原因：<hint=hint_persons_fanatic>宗教狂熱</hint>。","[hint_mind_caption]
女家長が王を愛することはないと噂されている... 悔い改めることのみが、王を神聖な教会の仲間に戻すことができるんだ！

理由：<hint=hint_persons_fanatic>宗教的狂信者</hint>","[hint_mind_caption]
총대주교가 우리의 왕을 탐탁지 않게 여기신다고 하던데... 오직 회개만이 왕을 신성한 교회의 울타리 안으로 다시 데려올 수 있겠지!

이유: <hint=hint_persons_fanatic>종교 광신도</hint>.","[hint_mind_caption]
Es heißt, die Matriarchin würde unsere König nicht billigen ... Nur Buße kann ihn in den Schoß der Heiligen Kirche zurückbringen!

Grund: <hint=hint_persons_fanatic>Religiöser Fanatismus</hint>.","[hint_mind_caption]
On raconte que la Matriarche ne soutient pas notre monarque… La repentance est la seule solution s'il souhaite retrouver la lumière de l'église !
 
Raison : <hint=hint_persons_fanatic>fanatisme religieux</hint>.","[hint_mind_caption]
Dicono che la matriarca non sia favorevole al nostro monarca... Solo il pentimento può riportarlo all'ovile della Santa Chiesa!

Motivo: <hint=hint_persons_fanatic>fanatismo religioso</hint>.","[hint_mind_caption]
Maderşah hükümdarımızı sevmiyormuş diyorlar. Kutsal Kilise'nin kapısından girebilmesinin tek yolu tövbe etmesidir!

Nedeni: <hint=hint_persons_fanatic>Dindar fanatik</hint>.","[hint_mind_caption]
Azt mondják, a Mátriárka nem kedveli az uralkodót… Csak a bűnbánat térítheti meg a Szent Egyház kebelére!

Az oka: <hint=hint_persons_fanatic>Vallási fanatikus</hint>.","[hint_mind_caption]
Кажуть, що Матріарх не любить нашого монарха… Тільки покаяння може повернути його в лоно Святої Церкви!

Причина: <hint=hint_persons_fanatic>релігійний фанатик</hint>."
hint_mind_prestiged_best,,"[hint_mind_caption]
Я счастлив быть членом такой уважаемой и престижной Благородной Семьи! 

Причина: Ваша семья обладает самым высоким рейтингом <hint=hint_prestige>Престижа</hint> среди соседей","[hint_mind_caption]
I am happy to be a member of such a respected and prestigious noble family!

Reason: Your family has the highest <hint=hint_prestige>prestige</hint> rating among neighbors.","[hint_mind_caption]
I am happy to be a member of such a respected and prestigious noble family!

Reason: Your family has the highest <hint=hint_prestige>prestige</hint> rating among neighbors.","[hint_mind_caption]
Mám radost, že jsem členem tak uznávané a prestižní šlechtické rodiny!

Důvod: Tvoje rodina má nejvyšší hodnocení <hint=hint_prestige>prestiže</hint> mezi sousedy.","[hint_mind_caption]
Fico feliz em fazer parte de uma família nobre tão respeitada e prestigiosa!

Motivo: sua família tem o maior <hint=hint_prestige>Prestígio</hint> entre os vizinhos.","[hint_mind_caption]
¡Me congratula pertenecer a una familia noble tan respetada y prestigiosa!

Motivo: tu familia tiene la mayor puntuación de <hint=hint_prestige>prestigio</hint> de todos tus vecinos.","[hint_mind_caption]
To prawdziwe szczęście być częścią tak szanowanego i prestiżowego rodu!

Powód: twoja rodzina ma najwyższy <hint=hint_prestige>prestiż</hint> pośród sąsiadów.","[hint_mind_caption]
这个贵族世家地位尊崇，享有盛誉，我很高兴能够加入！

原因：你的世家在所有邻邦中<hint=hint_prestige>声望</hint>最高。","[hint_mind_caption]
我很開心能加入如此德高望重的王室！

原因：你的家族擁有鄰邦中最高的<hint=hint_prestige>威望值</hint>。","[hint_mind_caption]
このような尊敬を集める名門貴族の一族であることを嬉しく思う！

理由：一族は近隣諸国の間で<hint=hint_prestige>名声</hint>を得ている。","[hint_mind_caption]
이렇게 존경받고 명망 있는 귀족 가문의 일원이 되어서 기뻐!

이유: 이웃들 사이에서 가문의 <hint=hint_prestige>명성</hint> 평가가 가장 높습니다.","[hint_mind_caption]
Ich bin froh, ein Mitglied einer so respektierten und ruhmreichen Adelsfamilie zu sein!

Grund: Deine Familie hat die höchste <hint=hint_prestige>Prestige</hint>-Wertung unter allen benachbarten Mächten.","[hint_mind_caption]
Faire partie de cette famille noble et respectée me remplit de fierté !
 
Raison : plus haut niveau de <hint=hint_prestige>prestige</hint> parmi les familles voisines.","[hint_mind_caption]
Sono felice di far parte di una famiglia nobiliare così rispettata e prestigiosa!

Motivo: la tua famiglia ha il <hint=hint_prestige>prestigio</hint> maggiore tra tutti i vicini.","[hint_mind_caption]
Böyle saygıdeğer ve soylu bir asil ailenin ferdi olduğum için çok mutluyum!

Nedeni: Ailen, komşuların arasındaki en <hint=hint_prestige>saygın</hint> aile.","[hint_mind_caption]
Boldog vagyok, hogy egy ilyen tekintélyes és elismert nemesi család tagja lehetek!

Az oka: A te családodnak van a legmagasabb <hint=hint_prestige>tekintélye</hint> a szomszédok között.","[hint_mind_caption]
Для мене честь бути членом такої шанованої й престижної шляхетної родини!

Причина: найвищий рівень <hint=hint_prestige>престижу</hint> вашої родини серед сусідів."
